species,inat_taxon_id,first_discovery_round,n_rounds_seen,unique_discovery_observations,occupied_discovery_cells
Guarianthe hennisiana,867165,5,4,2,1
Aldama linearis,867217,1,4,2,1
Cyperus sellowianus,867242,12,2,1,1
Rostellularia quinqueangularis,867246,1,4,1,1
Tigridia convoluta,867284,0,5,2,1
Rhynchospora consanguinea,867295,9,2,1,1
Melasma melampyroides,867302,1,2,1,1
Palicourea axillaris,867333,3,6,4,3
Palicourea hebeclada,867357,1,2,1,1
Palicourea hoffmannseggiana,867383,13,4,2,2
Ludwigia torulosa,867391,11,4,2,1
Aiouea montana,867397,5,2,1,1
Salix arbutifolia,867404,5,8,4,1
Palicourea pubescens,867422,0,5,2,2
Asemeia violacea,867442,0,15,8,2
Mulguraea ligustrina,867446,16,2,1,1
Solanum subinerme,867455,0,7,4,1
Galactia jussiaeana,867456,19,2,1,1
Microglossa pyrrhopappa,867462,0,17,3,3
Stellaria apetala,867483,5,6,3,3
Impatiens arguta,867498,19,2,1,1
Urochloa eminii,867499,7,4,2,2
Petrocosmea kerrii,867506,19,2,1,1
Brillantaisia vogeliana,867536,0,21,7,1
Arctotis scabra,867538,3,4,2,1
Aristolochia macrocarpa,867581,0,13,2,1
Ligularia macrophylla,867600,3,2,1,1
Henriettea caudata,867603,5,4,1,1
Epithema ceylanicum,867657,7,4,2,1
Hypenia salzmannii,867678,0,5,2,2
Murbeckiella huetii,867679,7,4,1,1
Pedicularis atropurpurea,867681,11,4,1,1
Leucochrysum alpinum,867731,3,2,1,1
Eutrema altaicum,867769,5,4,1,1
Utricularia leptorhyncha,867772,0,3,2,1
Utricularia kimberleyensis,867777,9,2,1,1
Utricularia tubulata,867779,0,7,1,1
Jurinea multiflora,867784,7,2,1,1
Veronica vendettadeae,867787,19,2,1,1
Lupinus altimontanus,867792,1,4,2,1
Allium cretaceum,867804,19,2,1,1
Viola somchetica,867832,11,2,1,1
Caamembeca spectabilis,867877,3,6,2,2
Buddleja speciosissima,867881,9,4,2,1
Chamaecrista ramosa,867883,3,6,4,3
Byrsonima gardneriana,867953,0,15,10,1
Ouratea parviflora,867954,1,4,2,1
Thesium szowitsii,867958,19,2,1,1
Eremogone micradenia,867978,11,2,1,1
Myrciaria tenella,868013,11,4,2,1
Struthanthus polyrrhizos,868016,7,2,1,1
Sanicula uralensis,868019,0,1,1,1
Viola anagae,868035,3,4,2,1
Persicaria senticosa,868058,1,10,10,3
Bistorta griffithii,868078,5,6,3,1
Bistorta suffulta,868104,7,2,1,1
Usteria guineensis,868123,7,6,2,2
Tripleurospermum caucasicum,868139,7,4,1,1
Caamembeca grandifolia,868165,7,2,1,1
Alnus alnobetula,868167,7,6,4,2
Mathewsia foliosa,868169,9,2,1,1
Caamembeca salicifolia,868174,3,8,3,1
Thymus pallasianus,868205,1,4,2,1
Colchicum kesselringii,868266,1,4,2,1
Colchicum luteum,868268,13,6,4,1
Drimia depressa,868334,17,2,1,1
Ungernia sewerzowii,868337,5,4,1,1
Alopecurus vaginatus,868369,19,2,1,1
Escobaria chlorantha,868396,13,2,1,1
Hyoscyamus pusillus,868418,3,4,2,2
Polycarpon succulentum,868428,1,4,1,1
Schimpera arabica,868430,5,6,4,2
Picris asplenioides,868439,17,2,1,1
Dioscorea auriculata,868459,3,2,1,1
Pombalia bigibbosa,868498,3,4,2,1
Allium vodopjanovae,868576,3,4,1,1
Limonium macrophyllum,868701,3,2,1,1
Megadenia pygmaea,868711,9,2,1,1
Acalypha herzogiana,868716,9,2,1,1
Oxalis divaricata,868800,0,15,9,2
Pieris nana,868806,0,1,1,1
Passiflora tenuifila,868832,1,4,2,2
Afrosolen bainesii,868884,19,2,1,1
Afrosolen coeruleus,868885,5,2,1,1
Afrosolen erythranthus,868887,7,2,1,1
Afrosolen schimperi,868893,3,4,1,1
Allium pumilum,868907,19,2,1,1
Ludwigia elegans,868921,5,6,4,2
Oxytropis lanuginosa,868956,0,1,1,1
Oxytropis nitens,868957,13,2,1,1
Oxytropis triphylla,868962,3,2,1,1
Crucihimalaya bursifolia,868978,3,6,3,2
Didymophysa aucheri,868985,7,2,1,1
Caryopteris mongholica,869007,13,4,1,1
Tridactylina kirilowii,869028,1,4,1,1
Erysimum amurense,869120,3,10,7,2
Narcissus pallidiflorus,869229,5,2,1,1
Euphorbia semivillosa,869441,0,5,3,2
Hakea chordophylla,869448,15,2,1,1
Senna venusta,869454,1,14,5,1
Acacia spondylophylla,869455,0,3,2,1
Acacia monticola,869458,1,4,2,1
Alternanthera angustifolia,869462,13,2,1,1
Vicia biennis,869479,13,2,1,1
Epithema tenerum,869506,0,15,1,1
Ceiba pubiflora,869521,0,17,7,2
Isotropis centralis,869528,1,10,8,1
Cullen balsamicum,869532,0,1,1,1
Weinmannia cochensis,869536,7,2,1,1
Ptilotus calostachyus,869581,3,10,9,3
Pseudostellaria japonica,869585,15,2,1,1
Acacia dunnii,869633,7,4,1,1
Acacia helicophylla,869634,17,2,1,1
Acacia humifusa,869635,5,4,2,2
Boronia lanuginosa,869637,3,12,5,1
Acacia lycopodiifolia,869640,0,15,5,1
Grevillea pyramidalis,869642,17,2,1,1
Vachellia insulae-iacobi,869645,0,9,3,1
Encyclia argentinensis,869749,14,2,1,1
Grevillea heliosperma,869827,0,9,4,2
Jacksonia forrestii,869829,5,6,3,1
Erythrophleum chlorostachys,869831,11,2,1,1
Chloanthes stoechadis,869838,14,3,2,2
Pileanthus filifolius,869871,19,2,1,1
Polygaloides chamaebuxus,869898,19,2,1,1
Doniophyton weddellii,869901,1,2,1,1
Crocanthemum brasiliense,869903,3,7,4,1
Crocanthemum glomeratum,869906,19,2,1,1
Duguetia flagellaris,869914,17,2,1,1
Centaurea aegyptiaca,869916,9,2,1,1
Guatteria ramiflora,869924,1,2,1,1
Fusaea longifolia,869926,3,6,1,1
Sinningia allagophylla,869970,1,7,4,3
Lobivia aurea,869974,0,5,3,1
Trichocereus candicans,869986,0,16,15,2
Lobivia cinnabarina,869998,0,5,3,1
Trichocereus cuzcoensis,870003,1,10,6,1
Dorstenia cayapia,870004,19,2,1,1
Trichocereus deserticola,870006,0,16,12,1
Lobivia ferox,870009,0,5,3,1
Trichocereus huascha,870014,11,1,1,1
Trichocereus bridgesii,870017,17,2,2,1
Lobivia maximiliana,870020,0,15,14,1
Lobivia pugionacantha,870032,18,2,1,1
Lobivia pentlandii,870033,5,10,7,1
Trichocereus schickendantzii,870037,7,5,3,1
Acanthocalycium spiniflorum,870040,3,4,2,1
Lobivia stilowiana,870041,18,2,1,1
Trichocereus strigosus,870042,0,1,1,1
Rheum nanum,870051,0,9,5,1
Costus erythrothyrsus,870074,3,2,1,1
Libidibia ferrea,870085,15,2,1,1
Guzmania elvallensis,870130,3,2,1,1
Guzmania graminifolia,870133,5,6,2,1
Guzmania plicatifolia,870139,0,1,1,1
Aechmea angustifolia,870147,3,4,1,1
Aechmea setigera,870157,13,2,1,1
Jaltomata herrerae,870216,5,2,1,1
Werauhia rubra,870224,9,2,1,1
Trichocereus tarijensis,870249,9,5,3,1
Lobivia tegeleriana,870250,0,1,1,1
Trichocereus tunariensis,870262,17,2,1,1
Trichocereus vollianus,870266,3,8,5,1
Trichocereus chalaensis,870299,7,2,1,1
Tillandsia robusta,870323,1,4,2,1
Jacaranda irwinii,870368,0,7,5,1
Trichocereus bertramianus,870373,5,8,6,1
Trichocereus schoenii,870385,13,2,1,1
Trichocereus skottsbergii,870388,12,3,2,1
Trichocereus tulhuayacensis,870390,5,2,1,1
Lobivia bruchii,870396,1,11,6,1
Lobivia wrightiana,870409,9,2,1,1
Sinningia warmingii,870426,7,2,1,1
Homalocephala texensis,870496,0,5,3,2
Bulbophyllum dearei,870511,5,6,1,1
Centaurea reflexa,870537,1,4,1,1
Borzicactus fieldianus,870577,5,2,1,1
Borzicactus sepium,870590,0,15,10,1
Xanthostemon paradoxus,870597,0,11,4,1
Urvillea chacoensis,870601,5,2,1,1
Eryngium caeruleum,870628,1,2,1,1
Bridgesia incisifolia,870705,3,4,1,1
Echinofossulocactus ochoterenanus,870796,13,2,1,1
Echinofossulocactus crispatus,870808,7,2,1,1
Grevillea goodii,870872,0,17,10,1
Aphelandra acanthus,870894,11,2,1,1
Coptis morii,870898,13,2,1,1
Mesosphaerum suaveolens,870900,0,21,58,17
Codonoboea quinquevulnera,870902,1,16,10,1
Dilochia cantleyi,870908,1,6,1,1
Cuphea fruticosa,870911,1,5,3,1
Inga uraguensis,870914,5,2,1,1
Begonia urticae,870916,5,6,4,1
Vachellia tortuosa,870919,13,4,2,1
Oxalis psoraleoides,871005,0,7,4,2
Austrocactus coxii,871027,3,5,4,1
Austrocactus hibernus,871031,18,2,2,1
Chrysocephalum pterochaetum,871051,13,2,1,1
Aylostera fiebrigii,871208,7,4,2,2
Aylostera pygmaea,871224,1,4,1,1
Dendrobium affine,871290,3,6,2,2
Habenaria halata,871316,9,2,1,1
Cleome insolata,871318,17,2,1,1
Eremurus czatkalicus,871332,19,2,1,1
Vachellia aroma,871366,0,6,5,3
Aeollanthus subacaulis,871472,19,2,1,1
Caladenia attingens,871506,1,8,5,2
Caladenia ensata,871509,14,2,1,1
Urtica taiwaniana,871522,9,2,1,1
Acacia mountfordiae,871546,15,2,1,1
Cnidoscolus quercifolius,871547,11,4,2,1
Passiflora tryphostemmatoides,871647,5,2,1,1
Chaetanthera chilensis,871675,3,4,2,1
Pileanthus limacis,871725,3,2,1,1
Salix erythrocarpa,871726,5,10,1,1
Aeschynanthus longiflorus,871756,1,12,3,2
Impatiens rothii,871758,0,17,2,1
Lobelia holstii,871759,1,14,5,1
Plectocephalus varians,871761,0,21,9,2
Salvia merjamie,871764,0,21,7,3
Ipomoea hieronymi,871765,18,2,1,1
Salvia schimperi,871766,0,19,2,1
Thymus schimperi,871767,5,6,1,1
Begonia kalbreyeri,871791,11,2,1,1
Rosa kokanica,871933,19,2,1,1
Rosa platyacantha,871934,11,4,2,1
Cynorkis anacamptoides,871976,0,5,2,2
Lippia origanoides,871980,0,9,5,3
Senegalia gilliesii,872007,18,2,1,1
Aeschynanthus tricolor,872107,0,11,4,1
Delphinium leroyi,872129,0,5,3,2
Narcissus minor,872168,0,1,1,1
Sabia transarisanensis,872169,13,4,2,1
Arum korolkowii,872174,15,2,1,1
Pastinaca clausii,872188,19,2,1,1
Schiedeella transversalis,872197,7,2,1,1
Silene vautierae,872218,7,2,1,1
Asteriscus intermedius,872303,7,6,3,1
Sonchus pinnatifidus,872304,3,6,3,1
Aspilia silphioides,872365,1,13,10,3
Grevillea decurrens,872397,1,6,3,1
Passiflora chrysophylla,872437,14,2,1,1
Anemonastrum obtusilobum,872472,17,2,1,1
Anemonastrum baicalense,872528,0,13,3,1
Anemonastrum biarmiense,872539,7,2,1,1
Sphyrospermum dissimile,872684,0,3,1,1
Draba rositae,872709,13,2,1,1
Geranium dahuricum,872763,13,4,1,1
Hedysarum campylocarpon,872764,3,4,2,1
Potalia amara,872765,9,2,1,1
Ancistrocarpus densispinosus,873537,0,3,1,1
Cyrtochilum divaricatum,873658,0,1,1,1
Steiractinia sodiroi,873684,15,2,1,1
Leucheria floribunda,873766,20,1,1,1
Nicotiana tabacum,873768,0,21,9,9
Astragalus trifoliatus,873791,1,2,1,1
Ipomoea grandifolia,873827,0,9,6,2
Thesium bergeri,873831,3,4,1,1
Daucus glaber,873885,9,4,2,1
Convolvulus secundus,873915,1,6,1,1
Campanula sulphurea,873938,7,4,2,1
Achyrocline saturejoides,873955,1,8,4,3
Allium curtum,873988,13,4,2,1
Grewia androyensis,874096,0,13,3,1
Searsia tripartita,874132,0,21,2,2
Pachystroma longifolium,874134,3,2,1,1
Campylosiphon purpurascens,874160,3,14,5,1
Baccharis racemosa,874161,1,2,1,1
Berberis montana,874170,7,4,2,2
Gentiana capitata,874213,0,1,1,1
Millotia tenuifolia,874298,20,1,1,1
Strobilanthes schomburgkii,874335,1,4,1,1
Chrysosplenium formosanum,874358,7,2,1,1
Globularia bisnagarica,874359,3,4,2,2
Loasa sclareifolia,874467,3,10,6,2
Syzygium inophylloides,874673,0,21,1,1
Diospyros samoensis,874675,9,6,2,1
Catasetum viridiflavum,874726,9,2,2,1
Hypocalymma strictum,874795,1,10,6,1
Cyrtandra samoensis,874799,0,21,2,2
Sida brittonii,874877,0,15,9,2
Anthurium brownii,875133,0,3,2,1
Cometes surattensis,875925,0,9,5,1
Cavendishia callista,875933,19,2,1,1
Salvia pichinchensis,876184,0,1,1,1
Escallonia revoluta,876208,0,5,3,2
Plantago salsa,876312,1,4,1,1
Aconitum soongaricum,876344,1,6,3,2
Cullen drupaceum,876385,5,4,1,1
Thymus callieri,876388,3,4,2,1
Voyria obconica,876425,0,3,3,1
Salvia haenkei,876482,0,5,2,1
Salvia orbignaei,876483,5,4,2,1
Costus giganteus,876503,0,21,7,1
Samanea inopinata,876516,19,2,1,1
Tabebuia nodosa,876539,11,5,5,2
Nepeta ucranica,876557,5,4,3,1
Rhaphidophora tenuis,876603,19,2,1,1
Corydalis lineariloba,876606,9,2,1,1
Capparis divaricata,876608,7,2,1,1
Chaetocarpus schomburgkianus,876804,19,2,1,1
Saurauia tomentosa,876814,13,2,1,1
Zeltnera wigginsii,876828,7,2,1,1
Pterostylis robusta,876916,3,6,4,1
Astragalus schelichowii,876931,9,4,2,1
Bulbophyllum aeolium,876969,0,7,3,1
Pleocarphus revolutus,876971,5,2,1,1
Bulnesia chilensis,876973,12,2,1,1
Pericallis echinata,876995,0,7,4,1
Elephantopus hirtiflorus,877018,0,13,7,1
Scaevola humilis,877092,15,2,1,1
Lambertia uniflora,877093,0,3,2,1
Rhinotropis lindheimeri,877112,9,4,2,2
Mastigostyla cyrtophylla,877134,5,6,3,1
Cleome cleomoides,877176,0,11,2,1
Parnassia laxmannii,877244,0,5,3,2
Pityrodia jamesii,877267,11,4,1,1
Corydalis caucasica,877290,9,8,3,1
Chomelia malaneoides,877348,11,2,1,1
Carapichea affinis,877353,0,1,1,1
Lantana urticoides,877372,3,12,8,3
Hieracium robustum,877412,9,4,2,2
Agapetes hosseana,877471,3,8,5,1
Guzmania squarrosa,877485,0,1,1,1
Blitum californicum,878230,19,2,1,1
Conospermum ericifolium,878241,11,2,1,1
Cayaponia tayuya,878295,3,4,2,2
Habenaria petalodes,878354,1,2,1,1
Calliandra purdiei,878397,7,2,1,1
Aechmea spectabilis,878400,17,2,1,1
Tribulus arabicus,878445,0,5,2,1
Eremophila sturtii,878521,13,4,3,2
Araujia megapotamica,878619,0,4,3,2
Cienfuegosia sulphurea,878625,0,5,3,1
Carduus getulus,878626,7,4,2,1
Chromolaena hirsuta,878629,0,6,4,2
Eclipta elliptica,878631,20,1,1,1
Voyria chionea,878733,5,2,1,1
Delphinium crassifolium,878735,0,9,4,1
Halerpestes sarmentosa,878736,0,21,14,3
Dioscorea variifolia,878808,0,1,1,1
Stachytarpheta sessilis,879164,0,17,9,3
Gutenbergia westii,879237,19,2,1,1
Gilliesia graminea,879248,9,3,2,1
Oxalis procumbens,879903,0,19,2,1
Utricularia cheiranthos,879971,0,3,1,1
Henriettea goudotiana,880042,15,2,1,1
Faramea corymbosa,880648,5,6,2,1
Hydrocotyle quinqueloba,880667,11,2,1,1
Stylidium montanum,880778,0,2,2,1
Urolepis hecatantha,880795,1,14,9,4
Cleome titubans,880800,0,3,2,1
Poikilacanthus glandulosus,880802,7,4,3,2
Justicia laevilinguis,880803,0,5,4,3
Oxalis cordata,880815,15,6,2,1
Oxalis densifolia,880816,0,9,5,1
Oxalis mandioccana,880818,9,2,1,1
Smallanthus connatus,880906,3,2,1,1
Eustoma russellianum,880921,1,6,3,1
Vriesea flava,880932,0,3,2,1
Barleria mysorensis,880943,13,4,1,1
Spiraea flexuosa,881027,17,2,1,1
Vriesea rodigasiana,881057,14,4,2,1
Cleome uncifera,881115,13,4,2,2
Miconia umbellata,881118,7,2,1,1
Alpinia oxymitra,881245,0,3,1,1
Dichorisandra paranaensis,881269,14,2,1,1
Scaevola parvifolia,881271,7,2,1,1
Hibbertia devitata,881292,7,7,5,3
Encyclia stellata,881299,15,2,1,1
Macaranga dioica,881352,0,17,1,1
Berberis negeriana,881408,14,2,1,1
Sabicea brasiliensis,881413,9,2,1,1
Evolvulus lagopodioides,881415,3,2,1,1
Astragalus eremophilus,881434,9,2,1,1
Cleome noeana,881455,9,6,2,1
Pedicularis alopecuroides,881462,3,10,3,2
Casearia tomentosa,881502,0,1,1,1
Pulsatilla nuttalliana,881504,0,21,218,9
Pulsatilla campanella,881508,1,10,5,1
Philodendron propinquum,881515,9,2,1,1
Aspilia montevidensis,881522,1,14,10,2
Anemonastrum canadense,881527,0,17,24,7
Anemonastrum richardsonii,881530,0,21,11,4
Anemonastrum sibiricum,881531,0,21,19,7
Anemonastrum deltoideum,881534,3,2,1,1
Anemonastrum flaccidum,881535,1,10,4,2
Anemonastrum rupestre,881544,7,2,1,1
Anemonastrum trullifolium,881545,0,9,3,1
Anemonastrum villosissimum,881551,0,21,14,2
Anemonastrum zephyrum,881552,1,2,1,1
Schinus microphylla,881555,7,2,1,1
Anemonastrum narcissiflorum,881556,0,9,4,3
Anemoclema glaucifolium,881560,3,2,1,1
Salix pseudopentandra,881563,0,7,2,1
Drosera fulva,881586,3,16,8,1
Corydalis darwasica,881597,0,1,1,1
Drosera brevicornis,881614,0,19,10,1
Clematis acerifolia,881673,1,12,7,1
Hyptidendron arboreum,881717,5,2,1,1
Daustinia montana,881728,0,5,3,2
Gentianella dielsiana,882061,19,2,1,1
Rosa laxa,882103,5,8,3,2
Baccharis darwinii,882109,7,2,1,1
Tillandsia paraensis,882119,7,2,1,1
Nothoscordum andicola,882121,0,7,2,2
Lantana balansae,882122,15,2,1,1
Tropaeolum austropurpureum,882132,5,4,2,1
Prunus tianshanica,882133,9,6,2,1
Jurinea schischkiniana,882141,1,6,1,1
Adesmia incana,882260,14,2,1,1
Tillandsia sphaerocephala,882382,13,2,1,1
Dendrobium falcorostrum,882409,11,2,1,1
Parolinia intermedia,882475,7,2,1,1
Kielmeyera rubriflora,882519,0,11,5,1
Solandra boliviana,882530,19,2,1,1
Sida planicaulis,882644,12,2,1,1
Maxillaria subulata,882722,14,2,1,1
Melochia anomala,882754,5,4,2,2
Tovomita stylosa,882757,3,2,1,1
Drosera aquatica,882774,0,21,28,2
Agonis baxteri,882776,7,5,3,2
Agonis theiformis,882778,0,3,2,1
Amorphophallus galbra,882802,0,5,1,1
Mitrasacme nudicaulis,882806,7,6,2,1
Tabebuia berteroi,883021,15,2,1,1
Drosera paradoxa,883028,1,12,4,1
Passiflora tecta,883101,1,6,1,1
Grammatophyllum kinabaluense,883136,11,2,1,1
Senecio dubitabilis,883185,0,17,2,2
Ruellia proxima,883242,1,6,1,1
Schweinfurthia papilionacea,883299,0,13,1,1
Lindenbergia arabica,883301,5,2,1,1
Nematanthus strigillosus,883419,18,3,2,1
Bulbophyllum lepidum,883508,0,3,2,2
Potentilla conferta,883593,11,2,1,1
Filipendula vestita,883606,5,4,1,1
Papaver laevigatum,883608,9,2,2,2
Bulbophyllum fascinator,883671,19,2,1,1
Eriocapitella vitifolia,883675,3,8,4,2
Zelenkoa onusta,883693,5,6,1,1
Maxillaria fulgens,883729,1,2,1,1
Maxillaria standleyi,883734,3,2,1,1
Macaranga carolinensis,883857,1,6,1,1
Horsfieldia nunu,883861,0,21,1,1
Cuitlauzina dubia,883945,11,2,1,1
Commiphora grandifolia,883970,5,6,2,1
Anoectochilus monicae,883986,1,6,2,1
Corydalis ledebouriana,883996,0,9,3,1
Lonchocarpus nitidus,884049,0,1,1,1
Rhododendron macgregoriae,884071,0,21,2,2
Acacia strongylophylla,884074,0,3,2,1
Comesperma sphaerocarpum,884106,7,3,2,2
Columnea nicaraguensis,884128,19,2,1,1
Barleria eranthemoides,884187,3,4,1,1
Sida angustissima,884199,1,6,2,2
Lactuca undulata,884280,5,4,1,1
Valerianella dufresnia,884281,1,4,1,1
Syzygium elliptifolium,884283,5,2,1,1
Chaptalia piloselloides,884350,5,2,1,1
Diplusodon virgatus,884355,3,8,4,2
Berberis napaulensis,884403,0,3,1,1
Aphelandra longiflora,884407,7,2,1,1
Lapsanastrum humile,884411,5,6,1,1
Guadua trinii,884418,3,6,3,1
Olax scandens,884489,11,4,2,2
Solanum esuriale,884516,0,3,3,2
Simarouba versicolor,884622,1,6,2,2
Begonia integrifolia,884719,1,16,2,2
Acrotrema costatum,884722,5,6,3,2
Codonoboea malayana,884731,17,2,1,1
Coelogyne prasina,884741,7,6,2,1
Oedera calycina,884775,9,4,2,1
Oedera fruticosa,884800,7,2,1,1
Tragopogon eriospermus,884809,7,2,1,1
Gazania rigens,884843,11,3,2,1
Holosteum glutinosum,885050,0,3,2,2
Alpinia petiolata,885051,5,4,1,1
Pachypodium ambongense,885135,0,1,1,1
Lourteigia microphylla,885169,3,2,1,1
Oxytropis tragacanthoides,885759,0,5,2,1
Dracocephalum foetidum,885760,17,2,1,1
Centaurea chartolepis,885801,5,8,3,3
Ranunculus sericocephalus,885811,1,4,2,1
Acaena lucida,885826,0,21,1,1
Hypecoum lactiflorum,885844,19,2,1,1
Hypecoum leptocarpum,885848,11,2,1,1
Vernonanthura nudiflora,885872,1,4,2,1
Geranium mascatense,885957,1,6,1,1
Spiraea beauverdiana,885966,0,17,7,3
Phalaenopsis japonica,886009,1,4,2,1
Oxalis sandemanii,886042,13,2,1,1
Iris edomensis,886117,1,2,1,1
Acacia dimidiata,886140,5,6,2,1
Osteospermum vaillantii,886166,9,2,1,1
Pedicularis karoi,886200,1,10,1,1
Myripnois dioica,886211,1,18,9,1
Piper calceolarium,886242,11,4,1,1
Ipomoea yardiensis,886370,5,2,1,1
Drosera fragrans,886405,0,17,9,1
Verbesina boliviana,886435,13,2,1,1
Euphorbia longitubicinicyathium,886486,7,4,1,1
Argostemma pictum,886525,19,2,1,1
Prunus arabica,886534,7,4,2,1
Wissadula densiflora,886558,3,2,1,1
Thalictrum urbainii,886593,9,2,1,1
Gymnosiphon constrictus,886607,13,6,1,1
Solanum acaule,886633,5,2,1,1
Zexmenia buphtalmiflora,886707,1,6,3,2
Symbolanthus pterocalyx,886820,0,1,1,1
Trichotosia ferox,886831,0,3,1,1
Mandevilla rugellosa,886877,5,6,3,1
Brachyotum microdon,886937,7,4,1,1
Telipogon williamsii,887118,17,2,1,1
Zanthoxylum coco,887202,9,2,1,1
Leucas biflora,887216,3,12,1,1
Packera toluccana,887232,0,9,7,3
Paeonia delavayi,887275,9,4,2,1
Epidendrum cottoniiflorum,887298,19,2,1,1
Trevoa quinquenervia,887305,1,14,9,2
Biebersteinia multifida,887330,13,2,2,1
Tillandsia australis,887393,0,1,1,1
Justicia rusbyi,888203,0,3,2,2
Justicia riedeliana,888205,9,4,1,1
Ruellia inflata,888209,0,3,2,1
Dendrocnide cordifolia,888254,0,1,1,1
Sanchezia oblonga,888366,0,15,11,4
Aphelandra glabrata,888391,0,1,1,1
Senecio nigrescens,888397,7,6,3,1
Pedicularis eriophora,888410,1,8,1,1
Besleria barbata,888432,13,2,1,1
Allium pseudoflavum,888531,15,4,1,1
Neotorularia contortuplicata,888544,1,4,2,1
Palicourea weberbaueri,888588,19,2,1,1
Tillandsia confinis,888596,11,2,1,1
Phyllanthus sellowianus,888613,7,7,3,1
Huernia humpatana,888831,0,7,1,1
Utricularia breviscapa,888846,11,2,1,1
Ranunculus arachnoideus,888848,11,2,1,1
Corydalis ambigua,888896,0,21,61,3
Leptopyrum fumarioides,889161,3,8,4,4
Ferula songarica,889170,17,2,1,1
Prionostemma aspera,889193,5,6,1,1
Osbeckia octandra,889255,11,4,2,1
Grevillea floribunda,889262,13,4,3,1
Lundia densiflora,889274,11,2,1,1
Senecio latiflorus,889335,5,4,2,1
Philodendron strictum,889443,11,2,1,1
Caroxylon aphyllum,889503,18,2,1,1
Pedicularis myriophylla,889801,3,2,1,1
Viola kamtschadalorum,889923,3,12,6,2
Aidia micrantha,890116,0,5,1,1
Diplolophium zambesianum,890121,9,2,1,1
Amalocalyx microlobus,890238,11,4,2,1
Holarrhena curtisii,890300,0,1,1,1
Melodinus scandens,890348,7,4,1,1
Vitis kelungensis,890482,7,2,1,1
Corydalis glaucescens,890485,1,2,1,1
Phytocrene bracteata,890544,13,4,1,1
Senecio pulcher,890622,18,2,1,1
Cunila galioides,890628,16,2,1,1
Vincetoxicum indicum,890758,0,1,1,1
Spiraea lasiocarpa,890772,15,4,2,1
Passiflora miersii,890790,7,2,1,1
Gomphrena meyeniana,890797,13,2,1,1
Hakea bakeriana,890801,15,2,1,1
Securigera globosa,890804,0,1,1,1
Barleria delamerei,890898,0,3,1,1
Halerpestes tricuspis,890954,13,2,1,1
Adesmia villosa,890959,16,2,1,1
Cryptolepis nigrescens,891062,0,7,1,1
Cynanchum revoilii,891068,1,14,1,1
Dendrolirium lasiopetalum,891186,11,2,1,1
Acalypha persimilis,891308,0,1,1,1
Platysace heterophylla,891423,0,6,4,2
Grevillea pauciflora,891427,0,2,2,2
Anthemis plutonia,891506,0,1,1,1
Orobanche owerinii,891568,13,2,1,1
Pseudocayratia pengiana,891706,5,2,1,1
Pedicularis alberti,891818,1,4,2,1
Tribonanthes longipetala,891824,0,5,4,1
Armoracia sisymbrioides,891870,0,21,9,1
Sobolewskia truncata,891879,19,2,1,1
Apocynum pictum,891898,1,10,2,1
Paepalanthus fasciculatus,891939,13,4,2,2
Astragalus scaberrimus,891997,0,11,10,3
Petrophile squamata,892006,3,12,5,2
Taxandria marginata,892007,5,3,2,1
Seseli ledebourii,892010,0,5,2,2
Verbascum songaricum,892047,1,6,3,1
Leymus secalinus,892058,5,6,2,2
Amphilophium carolinae,892085,7,8,6,1
Palicourea lineata,892097,1,2,1,1
Begonia ferruginea,892100,3,10,7,2
Hakea benthamii,892256,3,8,4,2
Grevillea mucronulata,892451,3,5,3,2
Curcuma xanthella,892468,3,6,3,1
Acacia ramulosa,892687,15,2,1,1
Dodonaea petiolaris,892708,1,2,1,1
Eremophila decipiens,892742,9,2,1,1
Daviesia arenaria,892963,11,2,2,2
Casearia graveolens,893114,3,4,3,1
Bomarea aurantiaca,893129,7,2,1,1
Acacia triptera,893166,17,2,1,1
Prostanthera incana,893453,0,3,2,2
Artemisia rutifolia,893744,15,2,1,1
Astragalus laguroides,893749,19,2,1,1
Agnorhiza ovata,893763,7,4,2,1
Poranthera huegelii,893914,1,5,2,1
Tetratheca halmaturina,893918,12,2,1,1
Lasiopetalum schulzenii,893924,9,2,1,1
Logania ovata,893925,12,2,1,1
Adenanthos macropodianus,893926,9,4,2,1
Leptorhynchos tenuifolius,893946,0,1,1,1
Ixora cauliflora,893956,0,19,13,1
Trichocentrum brachyphyllum,894049,5,2,1,1
